Tanggal_Penerbangan,Hari,Maskapai,Nomor_Penerbangan,Bandara_Asal,Kode_IATA_Asal,Bandara_Tujuan,Kode_IATA_Tujuan,Jadwal_Keberangkatan,Jadwal_Kedatangan,Kota_tujuan,Cuaca_tujuan,Deskripsi_tujuan,Suhu_Celcius_tujuan,Kelembaban_%_tujuan,Tekanan_hPa_tujuan,Kecepatan_Angin_m/s_tujuan,Tanggal_tujuan
2025-07-28,Senin,Air Europa,UX3551,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,700,880,Denpasar,Thunderstorm,badai petir,25.6,77,1014,4.1,2025-07-28
2025-07-28,Senin,Pelita Air,IP802,Soekarno-Hatta International,CGK,Hasanudin,UPG,690,890,Makassar,Clouds,berawan,26.3,61,1005,1.1,2025-07-28
2025-07-28,Senin,AirAsia,AK814,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,715,890,Denpasar,Thunderstorm,badai petir,25.6,77,1014,4.1,2025-07-28
2025-07-28,Senin,Pelita Air,IP108,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,725,895,Denpasar,Thunderstorm,badai petir,25.6,77,1014,4.1,2025-07-28
2025-07-28,Senin,Super Air Jet,IU742,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,760,930,Denpasar,Thunderstorm,badai petir,25.6,77,1014,4.1,2025-07-28
2025-07-28,Senin,KLM,KL4032,Soekarno-Hatta International,CGK,Juanda,SUB,840,935,Surabaya,Thunderstorm,badai petir,29.1,70,1008,4.8,2025-07-28
2025-07-28,Senin,Saudia,SV6148,Soekarno-Hatta International,CGK,Juanda,SUB,840,935,Surabaya,Thunderstorm,badai petir,29.1,70,1008,4.8,2025-07-28
2025-07-28,Senin,Malaysia Airlines,MH4040,Soekarno-Hatta International,CGK,Juanda,SUB,840,935,Surabaya,Thunderstorm,badai petir,29.1,70,1008,4.8,2025-07-28
2025-07-28,Senin,Emirates,EK7262,Soekarno-Hatta International,CGK,Juanda,SUB,840,935,Surabaya,Thunderstorm,badai petir,29.1,70,1008,4.8,2025-07-28
2025-07-28,Senin,Garuda Indonesia,GA310,Soekarno-Hatta International,CGK,Juanda,SUB,840,935,Surabaya,Thunderstorm,badai petir,29.1,70,1008,4.8,2025-07-28
2025-07-28,Senin,Lion Air,JT782,Soekarno-Hatta International,CGK,Hasanudin,UPG,740,940,Makassar,Clouds,berawan,26.3,61,1005,1.1,2025-07-28
2025-07-28,Senin,AirAsia,AK806,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,765,945,Denpasar,Thunderstorm,badai petir,25.6,77,1014,4.1,2025-07-28
2025-07-28,Senin,Pelita Air,IP206,Soekarno-Hatta International,CGK,Juanda,SUB,865,955,Surabaya,Drizzle,gerimis,30.2,78,1010,3.5,2025-07-28
2025-07-28,Senin,Lion Air,JT619,Soekarno-Hatta International,CGK,Juanda,SUB,880,965,Surabaya,Drizzle,gerimis,30.2,78,1010,3.5,2025-07-28
2025-07-28,Senin,Lion Air,JT692,Soekarno-Hatta International,CGK,Juanda,SUB,880,965,Surabaya,Drizzle,gerimis,30.2,78,1010,3.5,2025-07-28
2025-07-28,Senin,Lion Air,JT171,Soekarno-Hatta International,CGK,Juanda,SUB,880,965,Surabaya,Drizzle,gerimis,30.2,78,1010,3.5,2025-07-28
2025-07-28,Senin,Super Air Jet,IU900,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,880,985,Padang,Drizzle,gerimis,26.7,77,1005,4.2,2025-07-28
2025-07-28,Senin,Saudia,SV6176,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,810,990,Denpasar,Thunderstorm,badai petir,27.1,87,1015,1.2,2025-07-28
2025-07-28,Senin,Garuda Indonesia,GA422,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,810,990,Denpasar,Thunderstorm,badai petir,27.1,87,1015,1.2,2025-07-28
2025-07-28,Senin,Vietnam Airlines,VN3278,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,810,990,Denpasar,Thunderstorm,badai petir,27.1,87,1015,1.2,2025-07-28
2025-07-28,Senin,Etihad Airways,EY8074,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,880,990,Padang,Drizzle,gerimis,26.7,77,1005,4.2,2025-07-28
2025-07-28,Senin,Aeromexico,AM7409,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,810,990,Denpasar,Thunderstorm,badai petir,27.1,87,1015,1.2,2025-07-28
2025-07-28,Senin,Etihad Airways,EY8161,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,810,990,Denpasar,Thunderstorm,badai petir,27.1,87,1015,1.2,2025-07-28
2025-07-28,Senin,Garuda Indonesia,GA162,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,880,990,Padang,Drizzle,gerimis,26.7,77,1005,4.2,2025-07-28
2025-07-28,Senin,Saudia,SV6173,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,870,1045,Denpasar,Mist,berkabut,28.2,79,1007,4.4,2025-07-28
2025-07-28,Senin,KLM,KL4072,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,870,1045,Denpasar,Mist,berkabut,28.2,79,1007,4.4,2025-07-28
2025-07-28,Senin,Vietnam Airlines,VN3928,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,870,1045,Denpasar,Mist,berkabut,28.2,79,1007,4.4,2025-07-28
2025-07-28,Senin,Etihad Airways,EY7113,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,870,1045,Denpasar,Mist,berkabut,28.2,79,1007,4.4,2025-07-28
2025-07-28,Senin,Garuda Indonesia,GA410,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,870,1045,Denpasar,Mist,berkabut,28.2,79,1007,4.4,2025-07-28
2025-07-28,Senin,Saudia,SV6153,Soekarno-Hatta International,CGK,Juanda,SUB,960,1060,Surabaya,Mist,berkabut,31.4,88,1015,2.7,2025-07-28
2025-07-28,Senin,Oman Air,WY5787,Soekarno-Hatta International,CGK,Juanda,SUB,960,1060,Surabaya,Mist,berkabut,31.4,88,1015,2.7,2025-07-28
2025-07-28,Senin,Etihad Airways,EY7121,Soekarno-Hatta International,CGK,Juanda,SUB,960,1060,Surabaya,Mist,berkabut,31.4,88,1015,2.7,2025-07-28
2025-07-28,Senin,China Airlines,CI9774,Soekarno-Hatta International,CGK,Juanda,SUB,960,1060,Surabaya,Mist,berkabut,31.4,88,1015,2.7,2025-07-28
2025-07-28,Senin,Malaysia Airlines,MH5772,Soekarno-Hatta International,CGK,Juanda,SUB,960,1060,Surabaya,Mist,berkabut,31.4,88,1015,2.7,2025-07-28
2025-07-28,Senin,Vietnam Airlines,VN3958,Soekarno-Hatta International,CGK,Juanda,SUB,960,1060,Surabaya,Mist,berkabut,31.4,88,1015,2.7,2025-07-28
2025-07-28,Senin,Garuda Indonesia,GA320,Soekarno-Hatta International,CGK,Juanda,SUB,960,1060,Surabaya,Mist,berkabut,31.4,88,1015,2.7,2025-07-28
2025-07-28,Senin,Super Air Jet,IU736,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,890,1060,Denpasar,Mist,berkabut,28.2,79,1007,4.4,2025-07-28
2025-07-28,Senin,Batik Air,ID6266,Soekarno-Hatta International,CGK,Hasanudin,UPG,870,1070,Makassar,Drizzle,gerimis,28.2,60,1006,3.4,2025-07-28
2025-07-28,Senin,Garuda Indonesia,GA612,Soekarno-Hatta International,CGK,Hasanudin,UPG,865,1080,Makassar,Drizzle,gerimis,28.2,60,1006,3.4,2025-07-28
2025-07-28,Senin,Saudia,SV6185,Soekarno-Hatta International,CGK,Hasanudin,UPG,865,1080,Makassar,Drizzle,gerimis,28.2,60,1006,3.4,2025-07-28
2025-07-28,Senin,Etihad Airways,EY8185,Soekarno-Hatta International,CGK,Hasanudin,UPG,865,1080,Makassar,Drizzle,gerimis,28.2,60,1006,3.4,2025-07-28
2025-07-28,Senin,Pelita Air,IP356,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,980,1085,Padang,Mist,berkabut,28.2,83,1012,4.5,2025-07-28
2025-07-28,Senin,Citilink,QG688,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,920,1095,Denpasar,Mist,berkabut,28.2,79,1007,4.4,2025-07-28
2025-07-28,Senin,Vietnam Airlines,VN3926,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,930,1105,Denpasar,Mist,berkabut,28.2,79,1007,4.4,2025-07-28
2025-07-28,Senin,Garuda Indonesia,GA414,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,930,1105,Denpasar,Mist,berkabut,28.2,79,1007,4.4,2025-07-28
2025-07-28,Senin,Turkish Airlines,TK9368,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,930,1105,Denpasar,Mist,berkabut,28.2,79,1007,4.4,2025-07-28
2025-07-28,Senin,Batik Air,ID6576,Soekarno-Hatta International,CGK,Juanda,SUB,1020,1105,Surabaya,Mist,berkabut,31.4,88,1015,2.7,2025-07-28
2025-07-28,Senin,Super Air Jet,IU754,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,950,1120,Denpasar,Mist,berkabut,28.2,79,1007,4.4,2025-07-28
2025-07-28,Senin,Super Air Jet,IU904,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,1020,1125,Padang,Mist,berkabut,28.2,83,1012,4.5,2025-07-28
2025-07-28,Senin,Citilink,QG736,Soekarno-Hatta International,CGK,Juanda,SUB,1030,1130,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,Pelita Air,IP202,Soekarno-Hatta International,CGK,Juanda,SUB,1060,1145,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,Vietnam Airlines,VN3902,Soekarno-Hatta International,CGK,Juanda,SUB,1050,1150,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,Garuda Indonesia,GA326,Soekarno-Hatta International,CGK,Juanda,SUB,1050,1150,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,China Airlines,CI9684,Soekarno-Hatta International,CGK,Juanda,SUB,1050,1150,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,Malaysia Airlines,MH5774,Soekarno-Hatta International,CGK,Juanda,SUB,1050,1150,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,Sriwijaya Air,SJ5980,Soekarno-Hatta International,CGK,Hasanudin,UPG,945,1150,Makassar,Thunderstorm,badai petir,32.7,71,1009,1.1,2025-07-28
2025-07-28,Senin,Etihad Airways,EY8186,Soekarno-Hatta International,CGK,Juanda,SUB,1050,1150,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,Oman Air,WY5788,Soekarno-Hatta International,CGK,Juanda,SUB,1050,1150,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,Citilink,QG426,Soekarno-Hatta International,CGK,Hasanudin,UPG,960,1165,Makassar,Thunderstorm,badai petir,32.7,71,1009,1.1,2025-07-28
2025-07-28,Senin,Lion Air,JT175,Soekarno-Hatta International,CGK,Hasanudin,UPG,975,1175,Makassar,Thunderstorm,badai petir,32.7,71,1009,1.1,2025-07-28
2025-07-28,Senin,Lion Air,JT772,Soekarno-Hatta International,CGK,Hasanudin,UPG,975,1175,Makassar,Thunderstorm,badai petir,32.7,71,1009,1.1,2025-07-28
2025-07-28,Senin,Etihad Airways,EY7115,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,1020,1195,Denpasar,Drizzle,gerimis,25.2,62,1012,2.1,2025-07-28
2025-07-28,Senin,Garuda Indonesia,GA420,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,1020,1195,Denpasar,Drizzle,gerimis,25.2,62,1012,2.1,2025-07-28
2025-07-28,Senin,Batik Air,ID6296,Soekarno-Hatta International,CGK,Hasanudin,UPG,1010,1210,Makassar,Thunderstorm,badai petir,32.7,71,1009,1.1,2025-07-28
2025-07-28,Senin,Emirates,EK7272,Soekarno-Hatta International,CGK,Juanda,SUB,1110,1210,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,Vietnam Airlines,VN3284,Soekarno-Hatta International,CGK,Juanda,SUB,1110,1210,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,China Airlines,CI9788,Soekarno-Hatta International,CGK,Juanda,SUB,1110,1210,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,Etihad Airways,EY8180,Soekarno-Hatta International,CGK,Juanda,SUB,1110,1210,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,Saudia,SV6152,Soekarno-Hatta International,CGK,Juanda,SUB,1110,1210,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,Malaysia Airlines,MH4036,Soekarno-Hatta International,CGK,Juanda,SUB,1110,1210,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,Garuda Indonesia,GA328,Soekarno-Hatta International,CGK,Juanda,SUB,1110,1210,Surabaya,Drizzle,gerimis,30.5,79,1005,1.9,2025-07-28
2025-07-28,Senin,Malaysia Airlines,MH5782,Soekarno-Hatta International,CGK,Hasanudin,UPG,1005,1220,Makassar,Clouds,berawan,24.6,66,1010,4.3,2025-07-28
2025-07-28,Senin,Garuda Indonesia,GA616,Soekarno-Hatta International,CGK,Hasanudin,UPG,1005,1220,Makassar,Clouds,berawan,24.6,66,1010,4.3,2025-07-28
2025-07-28,Senin,Batik Air,ID6594,Soekarno-Hatta International,CGK,Juanda,SUB,1140,1225,Surabaya,Drizzle,gerimis,32.2,72,1010,4.9,2025-07-28
2025-07-28,Senin,Batik Air,ID6588,Soekarno-Hatta International,CGK,Juanda,SUB,1200,1285,Surabaya,Drizzle,gerimis,32.2,72,1010,4.9,2025-07-28
2025-07-28,Senin,Emirates,EK7270,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,1110,1290,Denpasar,Clouds,berawan,32.0,84,1009,1.6,2025-07-28
2025-07-28,Senin,Saudia,SV6370,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,1110,1290,Denpasar,Clouds,berawan,32.0,84,1009,1.6,2025-07-28
2025-07-28,Senin,Japan Airlines,JL6927,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,1110,1290,Denpasar,Clouds,berawan,32.0,84,1009,1.6,2025-07-28
2025-07-28,Senin,Citilink,QG720,Soekarno-Hatta International,CGK,Juanda,SUB,1200,1290,Surabaya,Drizzle,gerimis,32.2,72,1010,4.9,2025-07-28
2025-07-28,Senin,Etihad Airways,EY8162,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,1110,1290,Denpasar,Clouds,berawan,32.0,84,1009,1.6,2025-07-28
2025-07-28,Senin,Vietnam Airlines,VN3878,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,1110,1290,Denpasar,Clouds,berawan,32.0,84,1009,1.6,2025-07-28
2025-07-28,Senin,Garuda Indonesia,GA426,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,1110,1290,Denpasar,Clouds,berawan,32.0,84,1009,1.6,2025-07-28
2025-07-28,Senin,Citilink,QG726,Soekarno-Hatta International,CGK,Juanda,SUB,1200,1295,Surabaya,Drizzle,gerimis,32.2,72,1010,4.9,2025-07-28
2025-07-28,Senin,Batik Air,ID6142,Soekarno-Hatta International,CGK,Hasanudin,UPG,1110,1310,Makassar,Drizzle,gerimis,27.4,63,1008,3.1,2025-07-28
2025-07-28,Senin,Citilink,QG442,Soekarno-Hatta International,CGK,Hasanudin,UPG,1240,1325,Makassar,Drizzle,gerimis,27.4,63,1008,3.1,2025-07-28
2025-07-28,Senin,AirAsia,AK810,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,1170,1340,Denpasar,Drizzle,gerimis,31.5,81,1005,4.7,2025-07-28
2025-07-28,Senin,Citilink,QG660,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,1165,1340,Denpasar,Drizzle,gerimis,31.5,81,1005,4.7,2025-07-28
2025-07-28,Senin,TransNusa,8B5110,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,1210,1380,Denpasar,Drizzle,gerimis,31.5,81,1005,4.7,2025-07-28
2025-07-28,Senin,Lion Air,JT798,Soekarno-Hatta International,CGK,Hasanudin,UPG,1200,1400,Makassar,Rain,hujan ringan,33.9,75,1007,2.6,2025-07-29
2025-07-28,Senin,Lion Air,JT938,Soekarno-Hatta International,CGK,Hasanudin,UPG,1200,1400,Makassar,Rain,hujan ringan,33.9,75,1007,2.6,2025-07-29
2025-07-28,Senin,Lion Air,JT123,Soekarno-Hatta International,CGK,Hasanudin,UPG,1200,1400,Makassar,Rain,hujan ringan,33.9,75,1007,2.6,2025-07-29
2025-07-28,Senin,Garuda Indonesia,GA618,Soekarno-Hatta International,CGK,Hasanudin,UPG,1215,1430,Makassar,Rain,hujan ringan,33.9,75,1007,2.6,2025-07-29
2025-07-28,Senin,Super Air Jet,IU244,Soekarno-Hatta International,CGK,Hasanudin,UPG,1260,20,Makassar,Rain,hujan ringan,33.9,75,1007,2.6,2025-07-29
2025-07-28,Senin,Citilink,QG250,Soekarno-Hatta International,CGK,Hasanudin,UPG,1290,55,Makassar,Rain,hujan ringan,25.2,62,1009,4.0,2025-07-29
2025-07-28,Senin,Lion Air,JT984,Soekarno-Hatta International,CGK,Hasanudin,UPG,1320,80,Makassar,Rain,hujan ringan,25.2,62,1009,4.0,2025-07-29
2025-07-28,Senin,Lion Air,JT948,Soekarno-Hatta International,CGK,Hasanudin,UPG,1320,80,Makassar,Rain,hujan ringan,25.2,62,1009,4.0,2025-07-29
2025-07-28,Senin,Lion Air,JT888,Soekarno-Hatta International,CGK,Hasanudin,UPG,1320,80,Makassar,Rain,hujan ringan,25.2,62,1009,4.0,2025-07-29
2025-07-28,Senin,Lion Air,JT371,Soekarno-Hatta International,CGK,Hasanudin,UPG,1320,80,Makassar,Rain,hujan ringan,25.2,62,1009,4.0,2025-07-29
2025-07-28,Senin,Sriwijaya Air,SJ598,Soekarno-Hatta International,CGK,Hasanudin,UPG,1335,100,Makassar,Rain,hujan ringan,25.2,62,1009,4.0,2025-07-29
2025-07-28,Senin,Batik Air,ID6164,Soekarno-Hatta International,CGK,Hasanudin,UPG,1380,140,Makassar,Drizzle,gerimis,26.2,65,1006,3.0,2025-07-29
2025-07-28,Senin,Batik Air,ID6192,Soekarno-Hatta International,CGK,Hasanudin,UPG,1380,140,Makassar,Drizzle,gerimis,26.2,65,1006,3.0,2025-07-29
2025-07-28,Senin,Batik Air,ID6182,Soekarno-Hatta International,CGK,Hasanudin,UPG,1380,140,Makassar,Drizzle,gerimis,26.2,65,1006,3.0,2025-07-29
2025-07-28,Senin,Pelita Air,IP500,Soekarno-Hatta International,CGK,Hasanudin,UPG,1425,190,Makassar,Drizzle,gerimis,26.2,65,1006,3.0,2025-07-29
2025-07-29,Selasa,Batik Air,ID6288,Soekarno-Hatta International,CGK,Hasanudin,UPG,10,210,Makassar,Drizzle,gerimis,26.2,65,1006,3.0,2025-07-29
2025-07-29,Selasa,Sriwijaya Air,SJ592,Soekarno-Hatta International,CGK,Hasanudin,UPG,30,235,Makassar,Clear,cerah,31.2,66,1013,4.1,2025-07-29
2025-07-29,Selasa,Citilink,QG346,Soekarno-Hatta International,CGK,Hasanudin,UPG,70,270,Makassar,Clear,cerah,31.2,66,1013,4.1,2025-07-29
2025-07-29,Selasa,Lion Air,JT3896,Soekarno-Hatta International,CGK,Hasanudin,UPG,90,290,Makassar,Clear,cerah,31.2,66,1013,4.1,2025-07-29
2025-07-29,Selasa,Lion Air,JT898,Soekarno-Hatta International,CGK,Hasanudin,UPG,90,290,Makassar,Clear,cerah,31.2,66,1013,4.1,2025-07-29
2025-07-29,Selasa,Lion Air,JT986,Soekarno-Hatta International,CGK,Hasanudin,UPG,90,290,Makassar,Clear,cerah,31.2,66,1013,4.1,2025-07-29
2025-07-29,Selasa,Lion Air,JT748,Soekarno-Hatta International,CGK,Juanda,SUB,210,295,Surabaya,Thunderstorm,badai petir,31.0,84,1007,3.1,2025-07-29
2025-07-29,Selasa,Lion Air,JT690,Soekarno-Hatta International,CGK,Juanda,SUB,210,295,Surabaya,Thunderstorm,badai petir,31.0,84,1007,3.1,2025-07-29
2025-07-29,Selasa,Garuda Indonesia,GA604,Soekarno-Hatta International,CGK,Hasanudin,UPG,95,310,Makassar,Clear,cerah,31.2,66,1013,4.1,2025-07-29
2025-07-29,Selasa,Saudia,SV6193,Soekarno-Hatta International,CGK,Hasanudin,UPG,95,310,Makassar,Clear,cerah,31.2,66,1013,4.1,2025-07-29
2025-07-29,Selasa,China Airlines,CI8612,Soekarno-Hatta International,CGK,Hasanudin,UPG,95,310,Makassar,Clear,cerah,31.2,66,1013,4.1,2025-07-29
2025-07-29,Selasa,Malaysia Airlines,MH4042,Soekarno-Hatta International,CGK,Hasanudin,UPG,95,310,Makassar,Clear,cerah,31.2,66,1013,4.1,2025-07-29
2025-07-29,Selasa,Emirates,EK7302,Soekarno-Hatta International,CGK,Hasanudin,UPG,95,310,Makassar,Clear,cerah,31.2,66,1013,4.1,2025-07-29
2025-07-29,Selasa,Japan Airlines,JL8487,Soekarno-Hatta International,CGK,Hasanudin,UPG,95,310,Makassar,Clear,cerah,31.2,66,1013,4.1,2025-07-29
2025-07-29,Selasa,Emirates,EK3553,Soekarno-Hatta International,CGK,Hasanudin,UPG,140,340,Makassar,Mist,berkabut,33.3,83,1013,2.9,2025-07-29
2025-07-29,Selasa,Batik Air,ID6264,Soekarno-Hatta International,CGK,Hasanudin,UPG,140,340,Makassar,Mist,berkabut,33.3,83,1013,2.9,2025-07-29
2025-07-29,Selasa,Batik Air,ID6751,Soekarno-Hatta International,CGK,Hasanudin,UPG,140,345,Makassar,Mist,berkabut,33.3,83,1013,2.9,2025-07-29
2025-07-29,Selasa,Batik Air,ID6370,Soekarno-Hatta International,CGK,Juanda,SUB,280,365,Surabaya,Thunderstorm,badai petir,25.4,71,1011,4.5,2025-07-29
2025-07-29,Selasa,Super Air Jet,IU814,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,330,435,Padang,Mist,berkabut,26.3,87,1008,4.4,2025-07-29
2025-07-29,Selasa,Lion Air,JT2792,Soekarno-Hatta International,CGK,Hasanudin,UPG,240,440,Makassar,Thunderstorm,badai petir,27.1,72,1014,2.1,2025-07-29
2025-07-29,Selasa,Lion Air,JT1852,Soekarno-Hatta International,CGK,Hasanudin,UPG,240,440,Makassar,Thunderstorm,badai petir,27.1,72,1014,2.1,2025-07-29
2025-07-29,Selasa,Lion Air,JT792,Soekarno-Hatta International,CGK,Hasanudin,UPG,240,440,Makassar,Thunderstorm,badai petir,27.1,72,1014,2.1,2025-07-29
2025-07-29,Selasa,Super Air Jet,IU730,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,270,440,Denpasar,Clear,cerah,24.1,89,1013,1.6,2025-07-29
2025-07-29,Selasa,Garuda Indonesia,GA314,Soekarno-Hatta International,CGK,Juanda,SUB,350,450,Surabaya,Clear,cerah,31.8,80,1005,1.9,2025-07-29
2025-07-29,Selasa,Citilink,QG712,Soekarno-Hatta International,CGK,Juanda,SUB,355,455,Surabaya,Clear,cerah,31.8,80,1005,1.9,2025-07-29
2025-07-29,Selasa,Batik Air,ID6572,Soekarno-Hatta International,CGK,Juanda,SUB,375,460,Surabaya,Clear,cerah,31.8,80,1005,1.9,2025-07-29
